[Header]
TITLE,default name
FILEOPENTIME,1638087559.00,11/28/2021,10:19 AM
BYAPP,Resistivity,2.0,1.0
INFO,BRT Module,BRT_MODULE_NAME
INFO,3101-225 D0,BRT_HW_VERSION
INFO,BRT Module 01.03.04,BRT_SOFTWARE_VERSION
INFO,BRT282,BRT_SERIAL_NUMBER
INFO,,Sample1 Name
INFO,1,Sample1 Cross Section
INFO,1,Sample1 Length
INFO,Ohm-m,Sample1 Units
INFO,,Sample2 Name
INFO,1,Sample2 Cross Section
INFO,1,Sample2 Length
INFO,Ohm-m,Sample2 Units
INFO,,Sample3 Name
INFO,1,Sample3 Cross Section
INFO,1,Sample3 Length
INFO,Ohm,Sample3 Units
INFO,,Sample4 Name
INFO,1,Sample4 Cross Section
INFO,1,Sample4 Length
INFO,Ohm-m,Sample4 Units
FIELDGROUP,Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP,Resistivity
STARTUPAXIS,X,2,LINEAR,AUTO
STARTUPAXIS,Y1,7,LINEAR,AUTO
STARTUPAXIS,Y2,9,LINEAR,AUTO
STARTUPAXIS,Y3,11,LINEAR,AUTO
PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES,ALL_LINES
DATATYPE,TIME,2
DATATYPE,COMMENT,1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (degrees),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms)
,28722609.047,,300.000318603516,-1.#QNAN,2.60480037539423e-009,,,,,75809.2746875,9.99890232086182,,,,,0.837932736776828,,25,,,75809.2746875,
,28722960.719,,278.914559326172,-1.#QNAN,2.60480037539423e-009,,,,,77548.7503125,9.99890232086182,,,,,33.1749723105182,,25,,,77548.7503125,
,28723277.625,,259.251628417969,-1.#QNAN,2.60480037539423e-009,,,,,80395.6659375,9.99890232086182,,,,,2.23673747618122,,25,,,80395.6659375,
,28723579.812,,240.980966186523,-1.#QNAN,2.60480037539423e-009,,,,,82578.7675,9.99890232086182,,,,,0.906145287087581,,25,,,82578.7675,
,28723868.109,,223.990852050781,-1.#QNAN,2.60480037539423e-009,,,,,84517.36125,9.99890232086182,,,,,1.02651909630465,,25,,,84517.36125,
,28724140.344,,208.198641967773,-1.#QNAN,2.60480037539423e-009,,,,,86323.5565625,9.99890232086182,,,,,4.33099083063128,,25,,,86323.5565625,
,28724397.797,,193.512828979492,-1.#QNAN,2.60480037539423e-009,,,,,288571.965,9.99890232086182,,,,,0.765575173761328,,25,,,288571.965,
,28724640.406,,179.87932434082,-1.#QNAN,2.60480037539423e-009,,,,,290124.0225,9.99890232086182,,,,,0.817694856245096,,25,,,290124.0225,
,28724869.937,,167.198514404297,-1.#QNAN,2.60480037539423e-009,,,,,291546.82,9.99890232086182,,,,,0.925682352312505,,25,,,291546.82,
,28725086.672,,155.409031982422,-1.#QNAN,2.60480037539423e-009,,,,,292859.4225,9.99890232086182,,,,,0.795015446734763,,25,,,292859.4225,
,28725292.719,,144.450285644531,-1.#QNAN,2.60480037539423e-009,,,,,294069.78125,9.99890232086182,,,,,1.24342140956227,,25,,,294069.78125,
,28725487.594,,134.265693359375,-1.#QNAN,2.60480037539423e-009,,,,,295174.7475,9.99890232086182,,,,,0.726772483097358,,25,,,295174.7475,
,28725673.891,,124.801788330078,-1.#QNAN,2.60480037539423e-009,,,,,296189.425,9.99890232086182,,,,,0.789342849330418,,25,,,296189.425,
,28725849.531,,116.004172668457,-1.#QNAN,2.60480037539423e-009,,,,,297123.58,9.99890232086182,,,,,0.890625,,25,,,297123.58,
,28726019.234,,107.821095581055,-1.#QNAN,2.60480037539423e-009,,,,,297977.1675,9.99890232086182,,,,,0.771570901002259,,25,,,297977.1675,
,28726180.672,,100.222727050781,-1.#QNAN,2.60480037539423e-009,,,,,298754.39625,9.99890232086182,,,,,0.683783455819988,,25,,,298754.39625,
,28726338.266,,93.1507427978516,-1.#QNAN,2.60480037539423e-009,,,,,299466.96625,9.99890232086182,,,,,0.59436645630032,,25,,,299466.96625,
,28726488.625,,86.5780160522461,-1.#QNAN,2.60480037539423e-009,,,,,300118.16625,9.99890232086182,,,,,0.700417966037735,,25,,,300118.16625,
,28726632.812,,80.4760995483398,-1.#QNAN,2.60480037539423e-009,,,,,300709.03625,9.99890232086182,,,,,0.680158780577649,,25,,,300709.03625,
,28726772.234,,74.7916555786133,-1.#QNAN,2.60480037539423e-009,,,,,301251.27875,9.99890232086182,,,,,0.613902949214847,,25,,,301251.27875,
,28726908.016,,69.5200927734375,-1.#QNAN,2.60480037539423e-009,,,,,301744.86625,9.99890232086182,,,,,0.647672270610058,,25,,,301744.86625,
,28727040.078,,64.6051904296875,-1.#QNAN,2.60480037539423e-009,,,,,302198.51375,9.99890232086182,,,,,0.731074281104313,,25,,,302198.51375,
,28727166.375,,60.0533367919922,-1.#QNAN,2.60480037539423e-009,,,,,302611.535,9.99890232086182,,,,,0.62939131138868,,25,,,302611.535,
,28727288.234,,55.8171173095703,-1.#QNAN,2.60480037539423e-009,,,,,302993.6075,9.99890232086182,,,,,0.934884045596531,,25,,,302993.6075,
,28727407.172,,51.8655235290527,-1.#QNAN,2.60480037539423e-009,,,,,303344.00125,9.99890232086182,,,,,0.946280496123507,,25,,,303344.00125,
,28727551.109,,48.1504312133789,-1.#QNAN,2.60480037539423e-009,,,,,303670.1775,9.99890232086182,,,,,0.383330325792097,,25,,,303670.1775,
,28727662.922,,44.7830809020996,-1.#QNAN,2.60480037539423e-009,,,,,303957.28625,9.99890232086182,,,,,0.456513462031105,,25,,,303957.28625,
,28727805.812,,41.5856224060059,-1.#QNAN,2.60480037539423e-009,,,,,304231.70625,9.99890232086182,,,,,0.593917020094401,,25,,,304231.70625,
,28727944.219,,38.6501760864258,-1.#QNAN,2.60480037539423e-009,,,,,304484.4975,9.99890232086182,,,,,0.153093108923949,,25,,,304484.4975,
,28728081.141,,35.9221421813965,-1.#QNAN,2.60480037539423e-009,,,,,304728.42625,9.99890232086182,,,,,0.123649935869878,,25,,,304728.42625,
,28728214.516,,33.3876054382324,-1.#QNAN,2.60480037539423e-009,,,,,304966.985,9.99890232086182,,,,,0.152643935020156,,25,,,304966.985,
,28728344.875,,31.0323224639893,-1.#QNAN,2.60480037539423e-009,,,,,305209.31375,9.99890232086182,,,,,0.492884551050307,,25,,,305209.31375,
,28728473.219,,28.8428327941895,-1.#QNAN,2.60480037539423e-009,,,,,305458.81,9.99890232086182,,,,,0.391502919698963,,25,,,305458.81,
,28728598.562,,26.8079287719727,-1.#QNAN,2.60480037539423e-009,,,,,305749.06375,9.99890232086182,,,,,0.515832108027287,,25,,,305749.06375,
,28728734.562,,24.9213958740234,-1.#QNAN,2.60480037539423e-009,,,,,306206.6625,9.99890232086182,,,,,0.165174800873953,,25,,,306206.6625,
,28728854.687,,23.1633087921143,-1.#QNAN,2.60480037539423e-009,,,,,307516.28625,9.99890232086182,,,,,0.604257861741626,,25,,,307516.28625,
,28728969.828,,21.5285071563721,-1.#QNAN,2.60480037539423e-009,,,,,309253.6625,9.99890232086182,,,,,0.481214487326078,,25,,,309253.6625,
,28729079.703,,20.0092908477783,-1.#QNAN,2.60480037539423e-009,,,,,310676.2675,9.99890232086182,,,,,0.72165259696278,,25,,,310676.2675,
,28729186.141,,18.5974655914307,-1.#QNAN,2.60480037539423e-009,,,,,311958.43375,9.99890232086182,,,,,0.537503406602577,,25,,,311958.43375,
,28729288.281,,17.2851187896729,-1.#QNAN,2.60480037539423e-009,,,,,313178.25125,9.99890232086182,,,,,0.179134679496845,,25,,,313178.25125,
,28729388.203,,16.0654113006592,-1.#QNAN,2.60480037539423e-009,,,,,314358.57625,9.99890232086182,,,,,0.560080517021325,,25,,,314358.57625,
,28729485.641,,14.9315962219238,-1.#QNAN,2.60480037539423e-009,,,,,315506.91375,9.99890232086182,,,,,0.856743128984703,,25,,,315506.91375,
,28729581.625,,13.8778541183472,-1.#QNAN,2.60480037539423e-009,,,,,316630.78375,9.99890232086182,,,,,0.637915860837315,,25,,,316630.78375,
,28729674.312,,12.8986195373535,-1.#QNAN,2.60480037539423e-009,,,,,317732.78875,9.99890232086182,,,,,3.81949361750228,,25,,,317732.78875,
,28729768.172,,11.9884385299683,-1.#QNAN,2.60480037539423e-009,,,,,318832.9575,9.99890232086182,,,,,17.0696796221354,,25,,,318832.9575,
,28729860.547,,11.1425359725952,-1.#QNAN,2.60480037539423e-009,,,,,319921.985,9.99890232086182,,,,,30.7134440157815,,25,,,319921.985,
,28729950.984,,10.3562896728516,-1.#QNAN,2.60480037539423e-009,,,,,321077.08125,9.99890232086182,,,,,68.3370119670874,,25,,,321077.08125,
,28730076.547,,9.63843730926514,-1.#QNAN,2.60480037539423e-009,,,,,322315.82125,9.99890232086182,,,,,114.042553304604,,25,,,322315.82125,
,28730174.25,,8.94559116363525,-1.#QNAN,2.60480037539423e-009,,,,,324008.09875,9.99890232086182,,,,,375.309358927647,,25,,,324008.09875,
,28730271.203,,8.3197696685791,-1.#QNAN,2.60480037539423e-009,,,,,325223.15625,9.99890232086182,,,,,259.716243455946,,25,,,325223.15625,
,28730367.516,,7.72432847976685,-1.#QNAN,2.60480037539423e-009,,,,,326192.7925,9.99890232086182,,,,,75.9993400545077,,25,,,326192.7925,
,28730464,,7.18458532333374,-1.#QNAN,2.60480037539423e-009,,,,,326903.18875,9.99890232086182,,,,,195.591152161111,,25,,,326903.18875,
,28730556.609,,6.67627515792847,-1.#QNAN,2.60480037539423e-009,,,,,327610.7475,9.99890232086182,,,,,148.880054967789,,25,,,327610.7475,
,28730650.969,,6.2049174118042,-1.#QNAN,2.60480037539423e-009,,,,,328315.7175,9.99890232086182,,,,,112.867122945597,,25,,,328315.7175,
,28730741.187,,5.76842218399048,-1.#QNAN,2.60480037539423e-009,,,,,328993.2325,9.99890232086182,,,,,88.6251962764487,,25,,,328993.2325,
,28730832.391,,5.36050119400024,-1.#QNAN,2.60480037539423e-009,,,,,329648.425,9.99890232086182,,,,,71.9810446053036,,25,,,329648.425,
,28730922.203,,4.98212989807129,-1.#QNAN,2.60480037539423e-009,,,,,330299.40625,9.99890232086182,,,,,17.7666625136799,,25,,,330299.40625,
,28731010.844,,4.63047689437866,-1.#QNAN,2.60480037539423e-009,,,,,330905.13375,9.99890232086182,,,,,15.499568317924,,25,,,330905.13375,
,28731099.734,,4.30373107910156,-1.#QNAN,2.60480037539423e-009,,,,,331444.8075,9.99890232086182,,,,,67.3587885162794,,25,,,331444.8075,
,28731188.156,,3.99995739936829,-1.#QNAN,2.60480037539423e-009,,,,,331972.7525,9.99890232086182,,,,,12.1027142719732,,25,,,331972.7525,
,28731272.547,,4.00004947662354,-1.#QNAN,2.60480037539423e-009,,,,,331975.39125,9.99890232086182,,,,,14.4476161376383,,25,,,331975.39125,
,28731360.375,,4.30365154266357,-1.#QNAN,2.60480037539423e-009,,,,,331446.52625,9.99890232086182,,,,,67.6903904009773,,25,,,331446.52625,
,28731448.531,,4.63050518035889,-1.#QNAN,2.60480037539423e-009,,,,,330899.41375,9.99890232086182,,,,,14.8059247710231,,25,,,330899.41375,
,28731537.266,,4.98207191467285,-1.#QNAN,2.60480037539423e-009,,,,,330279.4875,9.99890232086182,,,,,64.1089674034615,,25,,,330279.4875,
,28731622.516,,5.36025255203247,-1.#QNAN,2.60480037539423e-009,,,,,329640.08125,9.99890232086182,,,,,69.7274376258108,,25,,,329640.08125,
,28731708.969,,5.76712656021118,-1.#QNAN,2.60480037539423e-009,,,,,329006.435,9.99890232086182,,,,,29.7486015439927,,25,,,329006.435,
,28731799.781,,6.20506608963013,-1.#QNAN,2.60480037539423e-009,,,,,328315.95875,9.99890232086182,,,,,115.116573990455,,25,,,328315.95875,
,28731892.016,,6.67607667922974,-1.#QNAN,2.60480037539423e-009,,,,,327616.49875,9.99890232086182,,,,,150.288310214513,,25,,,327616.49875,
,28731984.594,,7.18297601699829,-1.#QNAN,2.60480037539423e-009,,,,,326944.19375,9.99890232086182,,,,,65.8585316523702,,25,,,326944.19375,
,28732076.609,,7.72832397460938,-1.#QNAN,2.60480037539423e-009,,,,,326120.42125,9.99890232086182,,,,,237.860354254804,,25,,,326120.42125,
,28732170.875,,8.31499759674072,-1.#QNAN,2.60480037539423e-009,,,,,325200.155,9.99890232086182,,,,,359.078380433406,,25,,,325200.155,
,28732267.703,,8.94631092071533,-1.#QNAN,2.60480037539423e-009,,,,,323918.08625,9.99890232086182,,,,,345.099295858562,,25,,,323918.08625,
,28732357.75,,9.62562335968018,-1.#QNAN,2.60480037539423e-009,,,,,322308.84,9.99890232086182,,,,,139.422202508668,,25,,,322308.84,
,28732447.937,,10.3565294265747,-1.#QNAN,2.60480037539423e-009,,,,,321043.78125,9.99890232086182,,,,,64.8000041867479,,25,,,321043.78125,
,28732539.062,,11.142857131958,-1.#QNAN,2.60480037539423e-009,,,,,319924.775,9.99890232086182,,,,,32.3664200065897,,25,,,319924.775,
,28732632.141,,11.9886473083496,-1.#QNAN,2.60480037539423e-009,,,,,318828.55375,9.99890232086182,,,,,16.6793293470037,,25,,,318828.55375,
,28732726.125,,12.8990283584595,-1.#QNAN,2.60480037539423e-009,,,,,317725.195,9.99890232086182,,,,,4.68545202657752,,25,,,317725.195,
,28732820.078,,13.8783618164062,-1.#QNAN,2.60480037539423e-009,,,,,316622.41125,9.99890232086182,,,,,0.59158734430133,,25,,,316622.41125,
,28732917.797,,14.9319021987915,-1.#QNAN,2.60480037539423e-009,,,,,315502.99625,9.99890232086182,,,,,0.68318067876935,,25,,,315502.99625,
,28733239.453,,16.0652783966064,-1.#QNAN,2.60480037539423e-009,,,,,314357.8775,9.99890232086182,,,,,0.590076526915948,,25,,,314357.8775,
,28733338.344,,17.2854993438721,-1.#QNAN,2.60480037539423e-009,,,,,313178.66375,9.99890232086182,,,,,0.784037994086942,,25,,,313178.66375,
,28733439.656,,18.5975122070313,-1.#QNAN,2.60480037539423e-009,,,,,311958.11375,9.99890232086182,,,,,0.767903576837817,,25,,,311958.11375,
,28733541.062,,20.0094562530518,-1.#QNAN,2.60480037539423e-009,,,,,310676.215,9.99890232086182,,,,,0.16864869644471,,25,,,310676.215,
,28733645.516,,21.5285890197754,-1.#QNAN,2.60480037539423e-009,,,,,309255.28875,9.99890232086182,,,,,0.319453879691576,,25,,,309255.28875,
,28733751,,23.1631549835205,-1.#QNAN,2.60480037539423e-009,,,,,307517.94125,9.99890232086182,,,,,0.641553252795023,,25,,,307517.94125,
,28733859.484,,24.922160949707,-1.#QNAN,2.60480037539423e-009,,,,,306207.57625,9.99890232086182,,,,,0.204286044765514,,25,,,306207.57625,
,28733970.234,,26.8139966583252,-1.#QNAN,2.60480037539423e-009,,,,,305747.95,9.99890232086182,,,,,0.197023753326851,,25,,,305747.95,
,28734092.516,,28.8435202789307,-1.#QNAN,2.60480037539423e-009,,,,,305461.41125,9.99890232086182,,,,,0.61629682568041,,25,,,305461.41125,
,28734217.078,,31.031296081543,-1.#QNAN,2.60480037539423e-009,,,,,305210.3175,9.99890232086182,,,,,0.453007123676397,,25,,,305210.3175,
,28734342.969,,33.3859422302246,-1.#QNAN,2.60480037539423e-009,,,,,304969.91,9.99890232086182,,,,,0.466580264857706,,25,,,304969.91,
,28734471.922,,35.9193528747559,-1.#QNAN,2.60480037539423e-009,,,,,304731.91875,9.99890232086182,,,,,0.466449432674312,,25,,,304731.91875,
,28734605.703,,38.6459030151367,-1.#QNAN,2.60480037539423e-009,,,,,304488.13,9.99890232086182,,,,,0.452484730836992,,25,,,304488.13,
,28734742.734,,41.5819206237793,-1.#QNAN,2.60480037539423e-009,,,,,304232.84,9.99890232086182,,,,,0.450270507887689,,25,,,304232.84,
,28734882.781,,44.7429370117188,-1.#QNAN,2.60480037539423e-009,,,,,303961.72875,9.99890232086182,,,,,0.530675240554428,,25,,,303961.72875,
,28735028.766,,48.1467324829102,-1.#QNAN,2.60480037539423e-009,,,,,303668.73625,9.99890232086182,,,,,0.615863393721824,,25,,,303668.73625,
,28735176.687,,51.8096739196777,-1.#QNAN,2.60480037539423e-009,,,,,303348.68625,9.99890232086182,,,,,0.64707122627652,,25,,,303348.68625,
,28735327.828,,55.7504713439941,-1.#QNAN,2.60480037539423e-009,,,,,302999.63125,9.99890232086182,,,,,0.467233876251698,,25,,,302999.63125,
,28735481.984,,59.9899432373047,-1.#QNAN,2.60480037539423e-009,,,,,302624.40125,9.99890232086182,,,,,1.06406422081359,,25,,,302624.40125,
,28735639.203,,64.5507992553711,-1.#QNAN,2.60480037539423e-009,,,,,302207.77375,9.99890232086182,,,,,0.524573161678259,,25,,,302207.77375,
,28735801.094,,69.4567962646484,-1.#QNAN,2.60480037539423e-009,,,,,301756.99125,9.99890232086182,,,,,0.672113420633238,,25,,,301756.99125,
,28735966.719,,74.7347177124023,-1.#QNAN,2.60480037539423e-009,,,,,301263.92625,9.99890232086182,,,,,0.23112987800761,,25,,,301263.92625,
,28736137.203,,80.4088247680664,-1.#QNAN,2.60480037539423e-009,,,,,300723.93875,9.99890232086182,,,,,0.455660337064175,,25,,,300723.93875,
,28736312.984,,86.5156088256836,-1.#QNAN,2.60480037539423e-009,,,,,300134.08375,9.99890232086182,,,,,0.531422306615699,,25,,,300134.08375,
,28736494.984,,93.0857244873047,-1.#QNAN,2.60480037539423e-009,,,,,299489.9275,9.99890232086182,,,,,0.535740442999803,,25,,,299489.9275,
,28736681.953,,100.1517578125,-1.#QNAN,2.60480037539423e-009,,,,,298781.66,9.99890232086182,,,,,0.595853592677136,,25,,,298781.66,
,28736876.766,,107.754819946289,-1.#QNAN,2.60480037539423e-009,,,,,298005.04875,9.99890232086182,,,,,0.551846819424897,,25,,,298005.04875,
,28737078.766,,115.934264221191,-1.#QNAN,2.60480037539423e-009,,,,,297154.505,9.99890232086182,,,,,0.321216331528497,,25,,,297154.505,
,28737285.844,,124.732720947266,-1.#QNAN,2.60480037539423e-009,,,,,296223.2825,9.99890232086182,,,,,0.418023506927242,,25,,,296223.2825,
,28737501.797,,134.194893798828,-1.#QNAN,2.60480037539423e-009,,,,,295212.6875,9.99890232086182,,,,,0.838479997408816,,25,,,295212.6875,
,28737726.719,,144.381213989258,-1.#QNAN,2.60480037539423e-009,,,,,294111.46,9.99890232086182,,,,,0.803378030422556,,25,,,294111.46,
,28737959.891,,155.341922607422,-1.#QNAN,2.60480037539423e-009,,,,,292903.5025,9.99890232086182,,,,,0.545366222282101,,25,,,292903.5025,
,28738204.922,,167.133775634766,-1.#QNAN,2.60480037539423e-009,,,,,291594.685,9.99890232086182,,,,,0.50713596761464,,25,,,291594.685,
,28738459.062,,179.815551757813,-1.#QNAN,2.60480037539423e-009,,,,,290167.8975,9.99890232086182,,,,,0.994652756717294,,25,,,290167.8975,
,28738727.156,,193.467572631836,-1.#QNAN,2.60480037539423e-009,,,,,288619.835,9.99890232086182,,,,,0.558347847972872,,25,,,288619.835,
,28739004.672,,208.151535644531,-1.#QNAN,2.60480037539423e-009,,,,,286938.575,9.99890232086182,,,,,0.926011970195479,,25,,,286938.575,
,28739295.828,,223.947824707031,-1.#QNAN,2.60480037539423e-009,,,,,285109.5325,9.99890232086182,,,,,0.921427990141186,,25,,,285109.5325,
,28739599.859,,240.944965209961,-1.#QNAN,2.60480037539423e-009,,,,,283125.375,9.99890232086182,,,,,1.34750904993192,,25,,,283125.375,
,28739921.922,,259.235920410156,-1.#QNAN,2.60480037539423e-009,,,,,80348.3940625,9.99890232086182,,,,,11.2658465359687,,25,,,80348.3940625,
,28740257.969,,278.910887451172,-1.#QNAN,2.60480037539423e-009,,,,,78190.3065625,9.99890232086182,,,,,0.329789074622302,,25,,,78190.3065625,
,28740612.734,,300.077512207031,-1.#QNAN,2.60480037539423e-009,,,,,75744.6571875,9.99890232086182,,,,,0.275340407101309,,25,,,75744.6571875,
,28743082.047,,299.91072265625,-1.#QNAN,2.60480037539423e-009,,,,,75838.73625,9.99890232086182,,,,,14.0163978865379,,25,,,75838.73625,
,28743105.391,,299.140256347656,-1.#QNAN,2.60480037539423e-009,,,,,75923.4253125,9.99890232086182,,,,,7.89539994901585,,25,,,75923.4253125,
,28743118.891,,298.568543701172,-1.#QNAN,2.60480037539423e-009,,,,,75987.054375,9.99890232086182,,,,,6.83967922150062,,25,,,75987.054375,
,28743132.219,,297.953983154297,-1.#QNAN,2.60480037539423e-009,,,,,76038.29,9.99890232086182,,,,,6.90766940483151,,25,,,76038.29,
,28743145.062,,297.254772949219,-1.#QNAN,2.60480037539423e-009,,,,,76085.52875,9.99890232086182,,,,,7.32737165210445,,25,,,76085.52875,
,28743157.906,,296.481322021484,-1.#QNAN,2.60480037539423e-009,,,,,76141.6215625,9.99890232086182,,,,,8.80792463852798,,25,,,76141.6215625,
,28743171.062,,295.641196289063,-1.#QNAN,2.60480037539423e-009,,,,,76209.1525,9.99890232086182,,,,,10.1904221070887,,25,,,76209.1525,
,28743183.75,,294.823707275391,-1.#QNAN,2.60480037539423e-009,,,,,76282.494375,9.99890232086182,,,,,11.0235783860621,,25,,,76282.494375,
,28743196.734,,294.025048828125,-1.#QNAN,2.60480037539423e-009,,,,,76361.2296875,9.99890232086182,,,,,11.374077476569,,25,,,76361.2296875,
,28743209.25,,293.283299560547,-1.#QNAN,2.60480037539423e-009,,,,,76439.273125,9.99890232086182,,,,,11.2808821346083,,25,,,76439.273125,
,28743222.672,,292.566090087891,-1.#QNAN,2.60480037539423e-009,,,,,76515.533125,9.99890232086182,,,,,9.78556148580802,,25,,,76515.533125,
,28743235.937,,291.909877929688,-1.#QNAN,2.60480037539423e-009,,,,,76583.424375,9.99890232086182,,,,,9.28635474186641,,25,,,76583.424375,
,28743248.531,,291.309270019531,-1.#QNAN,2.60480037539423e-009,,,,,76643.3346875,9.99890232086182,,,,,8.82023092118981,,25,,,76643.3346875,
,28743261.562,,290.717559814453,-1.#QNAN,2.60480037539423e-009,,,,,76696.40875,9.99890232086182,,,,,8.05573894101989,,25,,,76696.40875,
,28743274.562,,290.131650390625,-1.#QNAN,2.60480037539423e-009,,,,,76736.84875,9.99890232086182,,,,,6.06951011352551,,25,,,76736.84875,
,28743287.562,,289.528973388672,-1.#QNAN,2.60480037539423e-009,,,,,76777.85,9.99890232086182,,,,,5.4151169051551,,25,,,76777.85,
,28743300.547,,288.907153320312,-1.#QNAN,2.60480037539423e-009,,,,,76792.826875,9.99890232086182,,,,,8.02196045589663,,25,,,76792.826875,
,28743313.906,,288.276176757812,-1.#QNAN,2.60480037539423e-009,,,,,76791.898125,9.99890232086182,,,,,8.96103142021468,,25,,,76791.898125,
,28743326.937,,287.631422119141,-1.#QNAN,2.60480037539423e-009,,,,,76830.9403125,9.99890232086182,,,,,11.2323964038574,,25,,,76830.9403125,
,28743340.656,,286.956981201172,-1.#QNAN,2.60480037539423e-009,,,,,76879.3909375,9.99890232086182,,,,,6.94875206755326,,25,,,76879.3909375,
,28743353.469,,286.294609375,-1.#QNAN,2.60480037539423e-009,,,,,76895.885625,9.99890232086182,,,,,7.63971815597981,,25,,,76895.885625,
,28743366.562,,285.627264404297,-1.#QNAN,2.60480037539423e-009,,,,,76664.5225,9.99890232086182,,,,,20.2231541219181,,25,,,76664.5225,
,28743379.828,,284.948929443359,-1.#QNAN,2.60480037539423e-009,,,,,76660.1275,9.99890232086182,,,,,18.7841811598323,,25,,,76660.1275,
,28743392.359,,284.323173828125,-1.#QNAN,2.60480037539423e-009,,,,,76618.2190625,9.99890232086182,,,,,5.62779996908787,,25,,,76618.2190625,
,28743405.219,,283.662713623047,-1.#QNAN,2.60480037539423e-009,,,,,76625.135,9.99890232086182,,,,,30.5119414794513,,25,,,76625.135,
,28743417.891,,283.026372070313,-1.#QNAN,2.60480037539423e-009,,,,,76673.2753125,9.99890232086182,,,,,11.2076152916585,,25,,,76673.2753125,
,28743430.609,,282.39123046875,-1.#QNAN,2.60480037539423e-009,,,,,76696.799375,9.99890232086182,,,,,10.9552524911188,,25,,,76696.799375,
,28743443.312,,281.758961181641,-1.#QNAN,2.60480037539423e-009,,,,,76787.6446875,9.99890232086182,,,,,9.34757009132553,,25,,,76787.6446875,
,28743456.297,,281.117618408203,-1.#QNAN,2.60480037539423e-009,,,,,76792.5034375,9.99890232086182,,,,,23.0304305863803,,25,,,76792.5034375,
,28743468.844,,280.494494628906,-1.#QNAN,2.60480037539423e-009,,,,,76809.048125,9.99890232086182,,,,,25.9862174770404,,25,,,76809.048125,
,28743481.781,,279.840772705078,-1.#QNAN,2.60480037539423e-009,,,,,76910.4265625,9.99890232086182,,,,,16.2576328251161,,25,,,76910.4265625,
,28743494.687,,279.207580566406,-1.#QNAN,2.60480037539423e-009,,,,,77020.80625,9.99890232086182,,,,,20.4834552619519,,25,,,77020.80625,
,28743507.297,,278.568442382813,-1.#QNAN,2.60480037539423e-009,,,,,77114.6228125,9.99890232086182,,,,,40.6631309321954,,25,,,77114.6228125,
,28743520.047,,277.931444091797,-1.#QNAN,2.60480037539423e-009,,,,,77224.9259375,9.99890232086182,,,,,36.0034978412361,,25,,,77224.9259375,
,28743532.828,,277.292725830078,-1.#QNAN,2.60480037539423e-009,,,,,77342.5665625,9.99890232086182,,,,,29.2999771795086,,25,,,77342.5665625,
,28743545.469,,276.661815185547,-1.#QNAN,2.60480037539423e-009,,,,,77450.4765625,9.99890232086182,,,,,32.6835985937123,,25,,,77450.4765625,
,28743558.641,,276.005981445313,-1.#QNAN,2.60480037539423e-009,,,,,77501.6196875,9.99890232086182,,,,,28.3976962699861,,25,,,77501.6196875,
,28743571.656,,275.351879882813,-1.#QNAN,2.60480037539423e-009,,,,,77501.7884375,9.99890232086182,,,,,42.0947848662201,,25,,,77501.7884375,
,28743584.781,,274.698095703125,-1.#QNAN,2.60480037539423e-009,,,,,77624.91875,9.99890232086182,,,,,9.7495062287329,,25,,,77624.91875,
,28743597.406,,274.055441894531,-1.#QNAN,2.60480037539423e-009,,,,,77561.6959375,9.99890232086182,,,,,38.4629564423701,,25,,,77561.6959375,
,28743610.562,,273.407250976563,-1.#QNAN,2.60480037539423e-009,,,,,77662.964375,9.99890232086182,,,,,17.4763146196571,,25,,,77662.964375,
,28743623.687,,272.76390625,-1.#QNAN,2.60480037539423e-009,,,,,77755.6471875,9.99890232086182,,,,,16.9495412106159,,25,,,77755.6471875,
,28743636.312,,272.123631591797,-1.#QNAN,2.60480037539423e-009,,,,,77876.1046875,9.99890232086182,,,,,16.6995042350414,,25,,,77876.1046875,
,28743649.297,,271.475885009766,-1.#QNAN,2.60480037539423e-009,,,,,77864.875625,9.99890232086182,,,,,22.0521292802359,,25,,,77864.875625,
,28743662.406,,270.819968261719,-1.#QNAN,2.60480037539423e-009,,,,,77906.4178125,9.99890232086182,,,,,42.2713562977069,,25,,,77906.4178125,
,28743675.156,,270.182413330078,-1.#QNAN,2.60480037539423e-009,,,,,78011.6028125,9.99890232086182,,,,,42.4392502751046,,25,,,78011.6028125,
,28743688.281,,269.523671875,-1.#QNAN,2.60480037539423e-009,,,,,78109.906875,9.99890232086182,,,,,33.6397251375561,,25,,,78109.906875,
